,Adverbs,Articles,Conjunctions,First-person plural,Indefinite pronouns,Negations,Numbers,Prepositions,Quantifiers,Second person,Third-person plural,Third-person singular,Total pronouns,Words >6 letters,adj_arg_ovl,adj_cw_ovl,adj_stem_ovl,adjectives,arg_ovl,cm.DESPL,cm.DESSC,cm.DESSL,cm.DESWC,cm.DESWLsyd,cm.LDTTRa,cm.LDTTRc,cm.LDVOCD,cm.LSAGN,cm.RDFKGL,cm.SMCAUSwn,conn_incidence,hypernyms_verbs,liwc.i,liwc.money,lsa.similarity,message.depth,message.reply.cnt,message.sim.next,message.sim.prev,mod_per_np,negation_incidence,ner.entity.cnt,nouns,np_incidence,paragraphs,personal_pronouns,pronouns,stem_ovl,syllables_per_content_word,verbs,words_before_main_verb,classe
0,10,16,6,1,0,2,4,15,5,0,1,1,14,45,0.3,0.2,0.2,2.2556E+16,109,812,13,10923,133,1212,616,445,445,0.0,43104,4067,1.05263E+16,0.5,0,1,353,0,4,773,0.0,1.37E+16,15038,9,406015,425744,8,0.0,6015,2.36E+16,2988,1.05263E+16,1636,1
1,12,20,8,0,1,3,0,15,4,0,1,2,0,34,0.2,1.0,1.4,101695,267,1.0,6,2.0833E+16,118,1.174E+16,5.82E+15,321,321,773,47735,4625,1.77966E+16,1.18E+16,0,0,619,1,0,752,773,5.77E+15,25424,1,2.20339E+16,291534,3,8475,5.9322E+16,1.8,2.769E+16,1.44068E+16,3.5,2
2,2,4,2,0,0,0,0,5,1,0,0,0,0,9,0.0,0.0,0.0,5.5556E+16,0.0,5.0,5,7.6,36,816,8.14E+15,465,465,795,67221,0.0,111111,25,0,0,2.91E+16,1,0,51,752,25,0.0,1,277778,4.56044E+16,1,2.7778E+16,111111,0.0,255,1.94444E+16,2.5,1
3,2,1,1,0,1,0,0,1,2,0,1,1,1,4,0.0,0.0,0.0,5.5556E+16,0.0,3.0,3,6.333E+15,18,1057,8.64E+15,455,455,5.59E+15,49707,0.0,111111,0.0,0,0,249,2,0,626,51,1.67E+16,0.0,1,333333,333333,1,5.5556E+16,166667,0.0,2909,111111,2.0,1
4,9,3,4,0,2,4,0,3,1,0,2,2,3,12,0.0,3.0,3.0,40.0,0.0,667,2,26.0,50,1.098E+16,7.12E+15,4.58E+16,4.58E+16,626,48169,11083,80.0,0.3,0,0,324,3,0,657,626,1.67E+16,80.0,4,220.0,362319,2,0.0,140.0,3.0,2.581E+16,220.0,1.5,3
5,1,4,4,0,0,0,1,3,0,0,0,0,0,14,0.0,0.0,0.0,128205,0.0,1.0,1,40.0,39,1359,833,524,524,715,17343,6.286E+16,102564,1.67E+16,0,0,0.0,1,0,863,657,385,0.0,0,25641,333333,1,0.0,25641,0.0,3.0,153846,16.0,2
6,2,8,2,0,3,0,0,16,1,0,0,1,3,33,1.0,1.0,1.0,5618,0.6,2.0,6,15333,89,1246,6.92E+15,462,462,784,20346,2.2714E+16,123596,615,0,0,377,1,0,857,863,321,0.0,4,348315,372131,2,1.1236E+16,67416,0.6,3167,1.68539E+16,2.2,2
7,2,6,1,0,2,0,0,8,2,0,1,1,0,16,0.0,0.0,0.0,98039,0.0,1.0,1,53.0,51,1097,807,456,456,611,14228,2.5667E+16,78431,75,0,1,0.0,1,0,7.19E+15,857,353,0.0,0,2.54902E+16,333333,1,0.0,98039,0.0,2867,156863,3.0,2
8,7,8,5,0,1,1,0,5,0,0,1,2,2,27,0.0,1.0,4.0,115385,0.0,3.0,3,27.0,79,1.346E+16,7.24E+15,425,425,722,28671,14625,141026,2.86E+16,0,1,575,1,0,851,7.19E+15,0.4,12821,2,269231,272414,1,12821,89744,4.0,2865,179487,3.5,2
9,3,3,2,0,0,2,0,1,1,0,0,0,0,13,0.0,0.0,0.0,74074,0.0,1.0,2,14.5,27,1828,871,581,581,597,-882,20.0,111111,0.2,0,0,8.8E+15,1,0,708,851,0.3,74074,1,296296,850.0,2,0.0,74074,0.0,3.5,185185,7.0,2
10,7,20,7,0,3,0,3,29,5,0,0,1,4,52,7.14E+15,7.14E+15,857,8.2278E+15,321,8.0,8,20.5,158,1244,5.76E+15,435,435,745,32591,945,8.2278E+15,0.6,0,0,528,1,0,93,708,375,0.0,3,367089,365346,1,6329,31646,679,3135,9.4937E+15,2.5,2
11,3,13,1,0,0,1,0,15,0,0,0,0,0,35,25,25,1.0,1.27907E+16,0.1,5.0,5,18.2,86,1355,7.12E+15,4.71E+16,4.71E+16,82,15911,9333,46512,455,0,0,55,1,0,794,93,467,11628,3,290698,32313,1,0.0,46512,1.0,3255,1.51163E+16,1.4,2
12,2,3,2,0,1,0,0,7,1,0,0,0,1,12,0.0,0.0,0.0,135135,0.0,3.0,3,13.0,37,1215,818,455,455,794,36716,10.0,81081,0.0,0,0,424,2,0,74,794,2.79E+16,0.0,3,351351,4.14683E+16,1,0.0,81081,0.0,3.474E+16,2.7027E+16,11.5,2
13,1,3,2,0,1,1,1,12,1,0,0,0,0,16,0.0,0.0,3.0,62.5,0.0,2.0,2,25.5,48,1.438E+16,763,4.58E+16,4.58E+16,7.61E+15,11453,12444,145833,25,0,0,7.02E+15,1,207,713,74,1.67E+16,2.0833E+16,0,2.91667E+16,390756,1,0.0,104167,3.0,3115,166667,6.5,2
14,2,7,1,0,0,0,0,4,0,0,1,1,1,10,0.0,0.0,0.0,85714,0.0,3.0,3,12667,35,1095,7.07E+15,4.63E+16,4.63E+16,6.76E+15,52275,13.0,57143,0.2,0,0,565,1,171,865,713,875,0.0,0,285714,228571,1,0.0,57143,0.0,3278,142857,3.0,2
15,3,8,1,0,0,1,0,6,0,0,0,1,0,22,0.0,0.0,0.0,102041,0.0,1.0,3,17333,49,1297,807,526,526,865,3.0964E+16,7.667E+15,102041,0.2,0,0,4.82E+16,2,166,867,865,611,20408,0,22449,2.46154E+16,2,20408,81633,0.0,3103,204082,3667,2
16,5,16,3,0,2,0,0,17,1,0,2,2,2,42,75,1.0,2.0,89109,0.3,2.0,5,21.2,101,158,648,451,451,815,-2.192E+16,10.1,148515,636,0,1,424,1,137,7.88E+15,867,293,0.0,1,326733,6.45199E+15,2,0.0,49505,1.2,3804,108911,9.2,2
17,6,10,6,0,2,1,0,12,3,0,1,1,0,23,0.0,0.0,0.0,37.5,0.0,3.0,3,2.7333E+16,80,1229,733,395,395,5.92E+15,41317,9692,112.5,0.5,0,0,631,1,0,8.29E+15,7.88E+15,3.33E+16,12.5,0,250.0,375.0,1,0.0,87.5,0.0,3.067E+16,175.0,6.0,2
18,7,16,3,0,2,1,0,24,4,0,0,0,2,42,1.2,1.4,2.8,71429,1.467E+16,1.2,6,2.3167E+16,126,1177,61,3.83E+16,3.83E+16,7.02E+15,25235,1.2857E+16,79365,368,0,1,635,1,0,863,8.29E+15,53,7937,2,301587,294385,3,0.0,63492,2267,3069,1.50794E+16,5.333E+15,2
19,5,8,3,2,2,0,2,16,2,0,2,1,7,28,3.0,3.0,3.0,32967,3.0,2.0,2,46.5,91,1298,66,36,36,7.83E+15,22211,29455,9.8901E+15,909,0,0,642,1,0,598,863,308,0.0,5,307692,312.5,1,10989,10989,3.0,2.941E+16,142857,0.0,2
20,3,3,0,0,1,0,0,1,2,0,0,0,0,5,0.0,0.0,0.0,111111,0.0,4.0,4,475,18,109,7.83E+15,522,522,4.17E+16,46614,1.667E+16,111111,3.33E+16,0,0,317,2,0,28,598,3.33E+16,0.0,1,222222,3.57576E+16,1,0.0,5.5556E+16,0.0,2667,222222,667,1
21,0,1,0,0,0,0,0,3,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,2.0,2,7.0,12,866,812,562,562,505,7253,0.0,0.0,0.0,0,0,-6,2,0,4.38E+16,28,0.4,0.0,1,333333,416667,1,0.0,166667,0.0,3.0,166667,0.0,1
22,5,1,0,0,1,0,0,3,3,0,0,0,0,6,0.0,0.0,0.0,52632,0.0,2.0,2,9.5,20,1.154E+16,7.83E+15,565,565,7.44E+15,5.7303E+16,21.0,1.05263E+16,2.0,0,0,312,2,0,672,4.38E+16,25,0.0,0,263158,117647,1,0.0,0.0,0.0,3.0,1.05263E+16,4.5,1
23,1,2,0,0,0,0,0,3,1,0,0,0,2,8,0.0,0.0,0.0,47619,0.0,2.0,2,12.0,21,1.174E+16,8.08E+15,0.5,0.5,728,35226,0.0,47619,667,0,0,138,2,0,5.71E+15,672,3.33E+16,0.0,1,380952,285714,1,0.0,47619,0.0,3154,142857,3.0,1
24,3,1,0,0,0,0,0,1,0,0,0,0,2,5,0.0,0.0,0.0,52632,0.0,3.0,3,6.667E+15,19,1347,0.8,48,48,6.61E+15,37247,4.0,2.10526E+16,0.0,0,0,324,4,0,682,5.71E+15,1.67E+16,0.0,1,368421,233333,1,0.0,1.05263E+16,0.0,3154,1.05263E+16,3.0,1
25,2,1,0,0,2,0,0,1,2,0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,2.0,2,5.5,10,89,846,615,615,48,48673,0.0,200.0,1.0,0,0,266,2,0,625,682,667,0.0,1,300.0,300.0,1,0.0,200.0,0.0,3.0,100.0,7.0,1
26,2,1,0,0,0,0,0,1,1,0,0,0,2,2,0.0,0.0,0.0,76923,0.0,2.0,2,7.5,13,8.44E+15,8.24E+15,529,529,49,85038,110.0,76923,2.0,0,0,107,2,0,537,625,0.4,0.0,1,307692,384615,1,0.0,153846,0.0,2375,153846,10.0,1
27,7,22,10,0,2,1,0,29,3,0,0,0,0,46,0.0,222,556,96154,1.78E+16,10.0,10,16.3,158,1247,574,3.83E+16,3.83E+16,7.96E+15,41137,17889,128205,0.5,0,0,502,1,0,653,537,4.82E+16,641,0,288462,2.34594E+16,1,0.0,51282,489,3011,121795,5.2,2
28,2,4,0,1,0,0,1,6,0,0,0,0,5,14,0.0,0.0,0.0,5.4054E+16,0.0,2.0,2,19.5,37,1.509E+16,81,0.5,0.5,525,2.7832E+16,12667,0.0,0.6,0,0,41,3,0,5.92E+15,653,0.4,0.0,3,351351,27027,1,0.0,5.4054E+16,0.0,3182,135135,1.0,2
29,2,0,0,0,0,0,0,4,1,0,0,0,0,11,0.0,0.0,0.0,117647,0.0,1.0,1,18.0,17,1421,7.83E+15,696,696,48,-28211,28.5,117647,0.5,0,0,0.0,3,0,457,5.92E+15,0.0,0.0,1,352941,352941,1,0.0,0.0,0.0,3286,117647,1.0,2
30,1,4,2,0,1,0,0,8,1,0,0,1,0,8,0.0,0.0,0.0,136364,0.0,1.0,1,46.0,44,111,7.14E+15,429,429,733,42559,6.5,9.0909E+15,125,0,0,0.0,1,0,677,457,278,0.0,0,227273,409091,1,2.2727E+16,1.13636E+16,0.0,2.6,1.81818E+16,4.0,2
31,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0.0,0.0,0.0,9.0909E+15,0.0,1.0,1,12.0,11,1435,9.23E+15,6.92E+15,6.92E+15,61,67455,3333,0.0,1.0,1,0,0.0,4,0,5.76E+15,677,0.2,0.0,0,2.72727E+16,454545,1,0.0,2.72727E+16,0.0,2833,1.81818E+16,2.0,1
32,6,8,5,0,3,0,0,12,3,0,0,1,8,33,833,1.0,1.833E+16,76923,1.333E+16,3333,9,11.0,91,1.211E+16,573,316,316,645,1.4549E+16,27875,10989,4.71E+16,0,0,401,3,0,731,5.76E+15,384,0.0,3,351648,328414,2,21978,65934,2667,3.066E+16,186813,5.714E+16,2
33,3,3,2,1,1,0,0,6,1,0,1,1,0,20,2.0,2.0,1.0,2.2222E+16,2.0,2.0,2,23.5,45,124,8.37E+15,51,51,687,23823,26.0,155556,0.7,0,0,6.58E+15,1,0,8.54E+15,731,136,0.0,0,2.66667E+16,3.64183E+16,1,0.0,111111,1.0,328,2.44444E+16,3.5,2
34,7,10,4,3,0,1,0,12,1,0,0,0,0,26,0.0,1.0,2.0,6383,0.0,2.0,2,49.5,94,1229,688,44,44,728,6893,34158,12766,2.11E+16,0,0,613,1,0,63,8.54E+15,34,10638,2,234043,2.83537E+16,1,0.0,117021,2.0,2818,212766,6.0,2
35,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,3.0,3,5.667E+15,15,1065,762,5.71E+15,5.71E+15,647,34403,3.33E+16,62.5,2.0,0,0,193,4,0,625,63,0.0,0.0,1,375.0,1.19048E+16,1,0.0,125.0,0.0,2.7,187.5,3.33E+16,0
36,1,1,0,0,0,0,0,2,1,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,3.0,3,4333,11,8.44E+15,706,588,588,5.53E+15,59855,10.0,9.0909E+15,0.0,0,0,374,4,0,73,625,25,0.0,2,454545,222222,1,0.0,0.0,0.0,2222,9.0909E+15,2.5,0
37,1,1,2,0,0,0,1,4,0,0,0,0,7,9,0.0,0.0,0.0,3.4483E+16,0.0,5.0,5,6.0,28,1.1,778,583,583,589,3.7288E+16,0.0,1.72414E+16,0.0,0,0,423,4,0,525,73,111,0.0,5,482759,29899,1,0.0,6.8966E+15,0.0,2842,6.8966E+15,3.33E+16,3
38,4,6,0,0,1,0,0,7,1,0,0,0,0,14,0.0,0.0,0.0,2.7027E+16,0.0,2.0,2,19.5,38,1541,7.29E+15,4.58E+16,4.58E+16,604,-268,0.0,135135,0.5,0,1,395,5,0,799,525,4.17E+16,0.0,0,297297,171429,1,0.0,5.4054E+16,0.0,3762,1.08108E+16,12.0,2
39,1,4,2,0,0,0,0,8,1,0,1,0,2,14,0.0,0.0,0.0,171429,0.0,1.0,1,35.0,35,165,763,526,526,598,-1.1484E+16,19.0,142857,0.0,0,0,0.0,4,0,588,799,364,0.0,2,314286,314286,1,2.8571E+16,85714,0.0,4053,2.8571E+16,27.0,2
40,1,1,0,0,0,0,1,4,0,0,0,0,3,10,0.0,0.0,0.0,6.8966E+15,0.0,1.0,1,30.0,29,1.414E+16,75,528,528,5.49E+15,8344,475,3.4483E+16,667,0,0,0.0,5,0,341,588,0.1,0.0,3,413793,3.44828E+16,1,0.0,6.8966E+15,0.0,2714,2.06897E+16,4.0,2
41,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,4,894,1.0,0.8,0.8,341,3226,10.0,0.0,1.667E+16,0,0,0.0,6,0,2.86E+16,341,0.0,0.0,1,250.0,500.0,1,0.0,0.0,0.0,275,750.0,0.0,0
42,8,14,3,0,1,2,2,24,1,0,0,0,1,53,1.0,2.0,4.5,120301,667,1.667E+16,5,27.8,134,1317,6.56E+15,4.17E+16,4.17E+16,745,21745,655,75188,294,0,0,649,1,0,799,2.86E+16,4.37E+16,15038,3,3.08271E+16,278371,2,0.0,52632,3667,3122,12782,9667,2
43,3,8,3,0,1,1,0,7,1,0,1,1,2,20,0.0,0.0,0.0,51724,0.0,2.0,2,31.5,58,1.467E+16,721,353,353,8.24E+15,828,1.667E+16,137931,0.4,0,0,711,1,0,659,799,364,17241,1,327586,37931,1,0.0,103448,0.0,3344,8.6207E+15,2.0,2
44,5,4,2,0,0,0,0,6,2,0,0,0,1,12,0.0,0.0,0.0,57143,0.0,2.0,2,18.5,35,1219,7.44E+15,436,436,7.07E+15,4152,1.4,114286,1.5,0,0,419,3,0,743,659,25,0.0,1,3.42857E+16,3.42857E+16,1,0.0,2.8571E+16,0.0,315,85714,0.0,2
45,2,6,1,1,1,0,0,7,1,0,0,0,1,24,0.0,0.0,0.0,163265,0.0,0.8,3,17333,49,3.631E+16,7.93E+15,586,586,826,-63995,2.0,40816,0.5,0,0,442,1,0,547,743,125,0.0,2,408163,529762,3,0.0,61224,0.0,4485,81633,4.5,2
46,1,1,0,0,1,0,3,7,2,0,0,0,1,5,0.0,0.0,0.0,33333,0.0,3.0,3,10333,30,1002,0.8,486,486,659,6.9147E+15,24.4,66667,25,0,1,24,1,0,541,547,1.43E+16,0.0,1,333333,2.04444E+16,1,0.0,66667,0.0,2474,133333,1.667E+16,0
47,0,2,1,0,0,0,0,2,0,0,0,0,2,5,0.0,0.0,0.0,62.5,0.0,2.0,2,8.5,16,1209,895,632,632,4.82E+16,4.9858E+16,0.0,125.0,0.0,0,0,8,5,0,575,541,3.33E+16,0.0,1,375.0,375.0,1,0.0,62.5,0.0,3222,125.0,4.0,1
48,3,0,0,0,1,0,0,1,2,1,0,0,2,4,0.0,0.0,0.0,100.0,0.0,2.0,2,5.5,10,99,7.86E+15,7.14E+15,7.14E+15,4.59E+16,2.3293E+16,5.0,100.0,0.5,0,0,49,5,0,436,575,0.0,0.0,2,300.0,208333,1,0.0,0.0,0.0,2556,200.0,2.5,0
49,1,3,1,0,0,0,0,4,0,0,0,0,0,10,0.0,0.0,0.0,153846,0.0,1.0,1,28.0,26,1232,9.31E+15,586,586,6.97E+15,3.1692E+16,6.2,3.8462E+16,0.0,1,0,0.0,1,0,653,436,3.33E+16,0.0,0,346154,230769,1,3.8462E+16,3.8462E+16,0.0,3133,76923,1.0,2
50,2,3,1,0,1,1,0,4,2,0,0,0,0,10,0.0,0.0,0.0,111111,0.0,667,1,29.0,27,1294,871,484,484,599,31.4,475,37037,1.0,0,0,0.0,1,0,682,653,0.5,37037,1,222222,222222,1,0.0,37037,0.0,2938,185185,0.0,2
51,0,6,1,0,0,0,0,7,0,0,0,0,0,16,0.0,0.0,0.0,166667,0.0,2.0,2,19.5,36,1.293E+16,8.44E+15,5.33E+15,5.33E+15,531,3443,10667,111111,3.33E+16,0,1,5.59E+15,6,0,875,682,3.67E+16,0.0,0,333333,332776,1,0.0,2.7778E+16,0.0,3571,83333,0.5,2
52,8,16,4,0,3,1,1,12,3,0,0,0,2,36,0.0,0.0,0.0,166667,0.0,5.0,5,23.2,115,1249,705,4.11E+16,4.11E+16,833,2.8132E+16,1275,111111,3.33E+16,0,1,589,1,0,897,875,3.67E+16,0.0,1,333333,332776,1,0.0,2.7778E+16,0.0,3571,83333,0.5,2
53,1,7,1,0,0,0,0,7,0,0,0,0,0,17,0.0,0.0,0.0,1.21951E+16,0.0,2.0,2,22.0,41,1237,0.8,0.5,0.5,7.91E+15,9846,16.8,170732,3.33E+16,0,0,535,2,0,857,897,327,0.0,0,292683,388736,1,0.0,0.0,0.0,3435,146341,5.0,2
54,1,6,3,0,0,0,0,7,0,0,0,0,0,23,1.0,0.0,0.0,43478,1.0,667,2,24.5,46,1571,778,519,519,765,-16959,8.5,108696,1.4,0,1,659,1,0,7.24E+15,857,2.34E+16,0.0,1,369565,419103,2,0.0,65217,0.0,3821,152174,3.0,2
55,0,2,1,1,2,0,0,6,2,0,0,0,0,11,0.0,0.0,0.0,62.5,0.0,1.0,1,34.0,32,1022,775,475,475,7.61E+15,21331,3375,125.0,0.5,0,0,0.0,1,0,0.8,7.24E+15,1.43E+16,0.0,0,312.5,437.5,1,0.0,9375,0.0,3.0,125.0,5.0,2
56,1,12,4,0,1,0,0,16,1,0,0,0,0,30,1.0,1.0,2.0,61728,1.0,4.0,4,22.0,81,1315,6.73E+15,418,418,833,1.3438E+16,2083,49383,154,0,1,5.66E+15,2,0,779,0.8,3.29E+16,0.0,1,320988,432971,1,0.0,24691,2.0,3533,160494,4.5,2
57,4,2,1,0,1,1,0,6,1,0,1,1,0,13,0.0,0.0,0.0,62.5,0.0,2.0,2,17.5,34,1.269E+16,846,4.87E+16,4.87E+16,759,29525,2.86E+16,125.0,375,1,0,4.07E+16,4,0,754,779,1.67E+16,3125,0,187.5,405714,1,0.0,3125,0.0,3105,250.0,3.0,2
58,2,9,0,0,0,0,0,8,0,0,0,0,0,16,3.0,2.0,3.0,70175,3.0,2.0,2,30.0,57,1083,797,4.38E+16,4.38E+16,778,4028,17667,87719,0.2,0,1,705,1,0,848,754,365,0.0,0,333333,402094,1,0.0,122807,3.0,2938,1.05263E+16,2.5,2
59,5,14,3,0,0,0,1,17,1,0,0,0,1,43,1.4,1.6,1.8,74766,1133,6.0,6,18167,107,1327,573,368,368,7.81E+15,3036,4.0,93458,625,0,3,655,1,0,772,848,379,0.0,0,3.45794E+16,3.54622E+16,1,0.0,37383,1.667E+16,3.607E+16,74766,8167,2
60,3,5,2,0,0,0,2,7,0,0,1,0,3,9,0.0,0.0,0.0,0.0,0.0,1.0,1,38.0,35,1347,902,512,512,5.59E+15,24145,8833,171429,0.8,0,0,0.0,5,0,758,772,545,0.0,1,314286,314286,1,2.8571E+16,2.8571E+16,0.0,3167,142857,1.0,3
61,2,3,2,0,1,0,0,10,1,0,0,0,0,15,0.0,0.0,0.0,102564,0.0,1.0,1,40.0,39,1147,75,386,386,816,1.3004E+16,3375,128205,0.4,0,0,0.0,2,0,736,758,133,0.0,0,307692,384615,1,0.0,51282,0.0,3182,128205,7.0,2
62,0,5,1,0,0,0,0,4,0,0,0,0,0,16,1.0,1.0,1.0,125.0,1.0,667,2,17.5,32,1.418E+16,775,625,625,753,-1577,10.6,62.5,1.0,0,0,615,1,0,789,736,75,0.0,0,312.5,253968,2,0.0,0.0,1.0,3409,15625,3.0,2
63,8,28,11,1,3,0,1,25,4,0,4,4,5,74,7.14E+15,7.14E+15,1429,66667,7.14E+15,1222,9,22889,195,1.388E+16,588,442,442,8.42E+15,9981,6.429E+15,9.2308E+15,69,0,0,562,1,0,71,789,368,0.0,4,317949,392824,4,0.0,71795,821,3.351E+16,148718,11125,2
64,0,2,0,0,0,0,0,3,0,0,0,0,2,7,0.0,0.0,0.0,0.0,0.0,3.0,3,5.0,14,1.407E+16,778,556,556,708,-3997,0.0,71429,2.0,0,1,94,2,0,624,71,25,0.0,3,500.0,416667,1,71429,71429,0.0,3875,71429,0.5,0
65,4,7,4,3,2,1,0,4,3,0,0,1,1,16,0.0,0.5,2.0,70175,0.0,3.0,3,2.1333E+16,57,1109,73,405,405,779,38687,37.4,1.05263E+16,0.3,0,0,495,1,0,856,624,4.37E+16,17544,5,192982,344152,1,17544,122807,1.667E+16,2.618E+16,192982,2667,2
66,4,18,7,0,1,1,4,23,2,0,2,2,14,69,273,182,182,75145,182,1444,10,18.3,173,1.322E+16,649,4.63E+16,4.63E+16,825,23406,5.423E+15,6.3584E+16,7.83E+15,0,0,4.32E+16,1,0,84,856,282,578,7,3.58382E+16,6.59219E+15,5,11561,75145,182,3.257E+16,1.38728E+16,3333,2
67,1,8,0,0,0,0,0,9,1,0,0,0,0,18,1.5,2.5,3.0,133333,1.667E+16,3.0,3,17.0,45,1.3,636,0.4,0.4,706,2666,19.5,88889,0.0,0,0,6.94E+15,1,0,706,84,56,0.0,2,311111,274281,1,0.0,4.4444E+16,3.0,3222,133333,3333,2
68,4,4,3,0,0,1,0,4,0,0,0,0,0,20,1.5,2.5,3.0,133333,1.667E+16,2.0,2,25.5,50,1406,727,455,455,634,18221,6.3,88889,0.0,0,0,8.19E+15,1,0,8.19E+15,706,56,0.0,0,311111,274281,1,0.0,4.4444E+16,3.0,3222,133333,3333,2
69,9,10,6,0,5,1,1,18,5,0,1,2,2,38,2667,2333,2667,78125,2.0,1.2,6,2.2167E+16,128,1288,6.46E+15,451,451,728,36647,7105,8.5938E+15,389,0,1,45,1,0,9.13E+15,8.19E+15,256,7812,1,296875,352814,3,7812,9375,2333,2.961E+16,15625,5.5,2
70,5,9,3,0,1,2,1,14,2,0,1,1,0,30,3.33E+16,1.0,1.667E+16,91954,1.67E+16,4.0,4,23.0,87,124,73,44,44,762,36842,11615,5.7471E+16,0.6,0,0,621,1,0,154,9.13E+15,289,22989,2,275862,291591,1,0.0,45977,1.0,2923,183908,175,2
71,3,3,0,0,1,1,0,2,3,0,0,0,19,6,0.0,0.0,0.0,33333,0.0,4.0,11,3.0,30,1158,853,5.59E+15,5.59E+15,506,7377,0.0,133333,0.0,0,0,3.98E+16,1,0,266,154,375,0.0,7,700.0,2.66667E+16,1,0.0,0.0,0.0,228,33333,5.0,2
72,1,6,0,0,0,1,0,4,0,0,0,0,0,9,1.0,1.0,2.0,125.0,1.0,2.0,2,13.0,24,1236,0.8,433,433,779,3119,3333,0.0,0.0,0,1,4.32E+16,1,0,635,266,0.8,41667,0,2.91667E+16,283217,1,0.0,0.0,2.0,3429,125.0,1.0,2
73,2,7,2,0,0,0,0,3,0,0,0,2,3,11,0.0,0.0,0.0,2381,0.0,1.0,1,45.0,42,1165,7.12E+15,4.81E+16,4.81E+16,392,3.746E+16,10.0,2381,25,0,0,0.0,3,0,6.46E+15,635,467,0.0,2,309524,3.57143E+16,1,47619,95238,0.0,3083,2.14286E+16,36.0,2
74,2,10,3,0,1,0,0,12,1,0,1,0,1,31,0.4,0.6,0.6,67416,3.33E+16,6.0,6,15.0,89,1247,657,4.22E+16,4.22E+16,8.29E+15,33041,8889,78652,5.38E+15,0,0,4.82E+16,1,0,807,6.46E+15,375,0.0,1,359551,302994,1,1.1236E+16,4.4944E+16,867,3208,157303,2667,2
75,1,8,5,0,0,0,0,9,0,0,1,0,0,16,1.0,2.0,8.0,8.1967E+15,1.0,1.333E+16,3,22.0,61,914,644,384,384,8.39E+15,47597,9333,1.14754E+16,0.9,0,0,507,2,0,688,807,465,0.0,2,278689,318878,1,16393,32787,8.0,2.914E+16,1.96721E+16,1.5,3
76,7,7,3,0,1,1,0,12,3,0,0,0,0,20,0.0,0.0,0.0,32787,0.0,1.0,1,65.0,61,1334,6.76E+15,3.94E+16,3.94E+16,579,-437,11444,1.14754E+16,0.7,0,0,0.0,1,0,767,688,364,16393,0,2.29508E+16,360656,1,0.0,4918,0.0,3.059E+16,180328,2.0,2
77,2,6,3,0,2,0,0,5,2,0,1,1,0,13,0.0,0.0,0.0,2.1277E+16,0.0,1.0,1,48.0,47,1.323E+16,792,547,547,653,3915,11167,106383,1.67E+16,0,0,0.0,3,0,687,767,467,0.0,0,319149,319149,1,0.0,8.5106E+15,0.0,3154,148936,8.0,4
78,3,7,0,0,0,0,0,7,0,0,0,0,2,15,0.0,0.0,0.0,0.0,0.0,0.6,3,18.0,47,1358,7.07E+15,483,483,4.63E+16,19965,4667,8.5106E+15,429,0,0,171,3,0,8.34E+15,687,0.6,0.0,3,319149,108696,2,0.0,8.5106E+15,0.0,336,170213,0.0,3
79,2,4,1,0,0,0,0,9,0,0,0,0,2,20,1.0,1.0,2.0,95238,1.0,2.0,2,22.0,42,1239,826,5.87E+15,5.87E+15,725,25076,1375,71429,0.8,0,0,8.19E+15,2,0,768,8.34E+15,1.94E+16,0.0,1,3.57143E+16,356471,1,0.0,2381,2.0,328,142857,6.5,2
80,0,4,2,0,1,0,0,7,1,0,1,1,0,19,1.0,2.0,3.0,104167,1.0,3.0,3,16333,48,1.372E+16,863,49,49,675,34857,14833,104167,1.67E+16,0,0,599,1,0,826,768,2.36E+16,0.0,0,312.5,261111,1,0.0,145833,3.0,3259,145833,5.5,4
81,4,4,3,0,1,0,0,7,1,0,1,2,0,19,0.0,0.5,1.0,108696,0.0,1.333E+16,2,24.5,46,1.731E+16,83,604,604,805,1433,6.714E+16,65217,833,0,0,505,2,0,514,826,489,0.0,1,326087,3.69136E+16,2,21739,65217,1.0,3258,152174,3667,2
82,1,4,1,0,0,0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,125.0,0.0,1.0,2,9.0,16,1.394E+16,708,708,708,522,1.763E+16,25.0,125.0,0.0,0,0,579,3,0,583,514,455,0.0,1,312.5,687.5,1,0.0,62.5,0.0,3.2,125.0,2.0,2
83,4,8,3,1,3,0,0,12,3,0,0,0,6,28,0.0,0.5,1.0,71429,0.0,1.0,3,2.4667E+16,71,1505,7.14E+15,512,512,727,5745,7857,100.0,833,0,0,336,2,0,778,583,156,0.0,3,385714,4.28571E+16,2,0.0,71429,667,3.357E+16,100.0,7.333E+15,3
