,Adverbs,Articles,Conjunctions,First-person plural,Indefinite pronouns,Negations,Numbers,Prepositions,Quantifiers,Second person,Third-person plural,Third-person singular,Total pronouns,Words >6 letters,adj_arg_ovl,adj_cw_ovl,adj_stem_ovl,adjectives,arg_ovl,cm.DESPL,cm.DESSC,cm.DESSL,cm.DESWC,cm.DESWLsyd,cm.LDTTRa,cm.LDTTRc,cm.LDVOCD,cm.LSAGN,cm.RDFKGL,cm.SMCAUSwn,conn_incidence,hypernyms_verbs,liwc.i,liwc.money,lsa.similarity,message.depth,message.reply.cnt,message.sim.next,message.sim.prev,mod_per_np,negation_incidence,ner.entity.cnt,nouns,np_incidence,paragraphs,personal_pronouns,pronouns,stem_ovl,syllables_per_content_word,verbs,words_before_main_verb,classe
0,0.0,792,0.0,0.0,99,0.0,891,792,0.0,99,0.0,0.0,495,29.7,1.43E+16,75,1.43E+16,0.0,71,8,8,10375,83,255,727,875,0.0,1.76E+16,14.9,429,0.0,1645,297,0.0,390205246,0,1,19,0.0,1261,0.0,34,554217,506024,1,396,4.8193E+16,3.6E+16,2241,36144,75,1
1,0.0,0.0,127,0.0,0.0,0.0,1392,759,0.0,0.0,0.0,0.0,127,3797,1.43E+16,0.1,1.43E+16,0.0,107,8,8,7.5,60,2306,696,0.8,0.0,126,15065,0.1,16667,2.493E+16,127,0.0,362895119,0,1,57,0.0,1043,0.0,25,5.33333E+15,5.66667E+15,1,127,0.0,107,235,83333,2125,1
2,312,1146,417,0.0,521,208,0.0,1354,208,208,0.0,0.0,1042,2604,5.71E+15,12,429,729,25,8,8,1225,98,8.64E+15,684,857,0.0,19,7371,447,40816,1615,312,104,644394139,1,1,511,0.0,1136,0.0,26,265305,295918,1,521,61224,214,1541,15306,625,3
3,164,656,164,0.0,328,0.0,164,1311,164,328,0.0,0.0,8.2,4262,0.6,212,0.6,656,0.4,6,6,10167,61,135,787,757,0.0,262,13132,379,32787,1475,164,0.0,497649293,1,2,423,0.0,1.0,0.0,21,3.77049E+16,3.93443E+16,1,492,4918,0.4,2.098E+16,1.31147E+16,1167,1
4,287,1147,394,0.0,573,215,72,17.2,287,36,108,0.0,824,2975,5.38E+15,1.08E+16,462,323,365,14,14,20.0,280,1.134E+16,535,755,83573,306,1345,518,78571,1921,108,72,8.28091E+15,2,1,31,423,92,10714,65,285715,350.0,1,251,39286,3.29E+16,1.8,128571,4.286E+16,4
5,463,926,509,0.0,509,139,231,1157,3.7,93,46,0.0,833,2593,444,1.01E+16,667,463,3.56E+16,10,10,21.7,217,1037,601,8.08E+15,107291,2.36E+16,11741,414,64516,1413,185,0.0,861812754,1,1,6.51E+15,0.0,932,13825,56,327189,3.59447E+16,1,324,41475,0.4,1599,92166,0.8,3
6,4.5,1081,586,0.0,405,135,1.8,1261,2.7,0.9,0.9,0.0,856,2297,25,65,25,3.6,213,13,13,17.0,221,861,622,8.39E+15,1.00173E+16,2.32E+16,8929,607,72398,1.427E+16,2.7,0.0,749045892,2,0,0.0,6.51E+15,905,4525,63,280543,371041,1,4.5,54299,213,1516,104072,3.308E+16,3
7,417,12.5,833,0.0,208,0.0,208,1458,0.0,0.0,0.0,0.0,208,25.0,0.5,4,0.5,625,3.33E+16,3,3,15667,47,998,8.96E+15,963,0.0,7,1.0604E+16,619,12766,1.223E+16,0.0,0.0,302548117,1,1,336,0.0,125,0.0,15,361702,425532,1,0.0,2.1277E+16,3.33E+16,1702,8.5107E+15,2.0,2
8,5.0,12.0,6.0,0.0,3.0,2.0,0.0,13.0,3.0,3.0,0.0,0.0,12.0,23.0,5.71E+15,68,1.43E+16,1.0,0.5,8,8,1275,102,1002,716,925,77209,184,7425,426,98039,1.394E+16,6.0,1.0,637116654,1,1,525,0.0,645,19608,21,2.45098E+16,3.72549E+16,1,9.0,98039,1.43E+16,1.529E+16,117647,625,0
9,0.0,543,109,0.0,0.0,0.0,1304,652,0.0,0.0,0.0,0.0,0.0,3696,0.4,62,0.4,326,0.4,6,6,12.5,75,2202,659,754,0.0,289,1.6036E+16,1.67E+16,13333,904,0.0,0.0,283984878,0,2,1.48E+16,0.0,1619,0.0,36,639999,480.0,1,0.0,0.0,0.4,2267,53333,1.333E+16,1
10,286,571,571,0.0,571,0.0,571,857,0.0,0.0,286,0.0,857,3714,0.0,0.0,0.0,286,0.0,3,3,9667,29,915,971,1.0,0.0,5.4E+16,1.0152E+16,3.33E+16,103448,433,0.0,0.0,816282417,1,1,98,0.0,1375,0.0,11,3.44828E+16,310345,1,286,3.4483E+16,0.0,1.862E+16,6.8966E+15,4333,1
11,816,816,561,51,459,102,153,1276,306,102,0.0,0.0,714,2143,5.71E+15,8.9E+15,7.14E+15,408,4.64E+16,8,8,24625,197,1003,625,8.32E+15,10074,292,12882,647,45685,148,102,51,5.6067E+15,1,1,445,0.0,98,1.0152E+16,60,28934,3.45178E+16,1,255,35533,536,1599,1.26903E+16,1625,3
12,299,522,373,75,485,75,858,1157,75,75,0.0,0.0,746,1866,63,4,63,224,87,17,17,14353,244,1178,659,851,1.64099E+16,1.67E+16,10894,5.43E+15,65574,1.468E+16,112,0.0,3.9051E+16,2,0,0.0,445,1169,8.197E+15,83,4.30328E+16,4.05738E+16,1,261,36885,96,177,77868,3.059E+16,0
13,617,1235,494,0.0,123,123,247,1481,494,123,0.0,0.0,3.7,3086,25,15,25,494,0.3,5,5,16.8,84,1131,7.86E+15,935,0.0,14,12037,545,1.19048E+16,1469,123,0.0,737617625,2,0,0.0,336,92,11905,26,333333,452381,1,247,2381,0.3,1786,83334,3.4,2
14,0.0,1667,0.0,0.0,0.0,0.0,0.0,1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3.0,6,408,1.0,1.0,0.0,2.6E+16,0.0,0.0,166667,0.0,0.0,0.0,291813824,2,0,0.0,98,3.33E+16,0.0,3,6.66667E+15,6.66667E+15,1,0.0,0.0,0.0,1167,0.0,2.0,0
15,446,545,545,149,545,99,0.0,1287,248,99,99,0.0,1287,2426,5.71E+15,85,429,446,2.86E+16,8,8,25.5,204,937,652,825,12309,2.11E+16,1281,496,88235,1521,396,0.0,8.25973E+15,2,0,0.0,511,922,9804,56,2.50001E+16,308824,1,743,88235,179,1564,117648,125,4
16,161,968,645,0.0,161,0.0,161,1774,323,0.0,0.0,0.0,1129,1371,75,1.23E+16,25,323,0.6,5,5,25.0,125,738,685,946,74843,1.48E+16,10491,466,80.0,1.627E+16,968,0.0,581898075,2,0,0.0,525,8.39E+15,0.0,30,240.0,320.0,1,968,104.0,0.3,1.384E+16,136.0,0.8,2
17,6.2,9.3,698,0.0,1008,0.0,78,1085,465,0.0,0.0,0.0,1318,3101,667,92,3.33E+16,465,667,4,4,3225,129,1147,685,8.86E+15,107391,1.48E+16,17201,489,69767,144,3.1,78,8.81595E+15,2,0,0.0,45,1067,0.0,35,248062,310078,1,3.1,3876,3.33E+16,1713,1.24032E+16,1175,2
18,0.0,222,222,0.0,222,0.0,1444,556,0.0,0.0,0.0,0.0,222,30.0,0.2,67,0.2,0.0,67,6,6,10333,62,2016,75,86,0.0,18,1604,0.0,32258,235,0.0,0.0,9.77357E+15,0,2,109,0.0,1882,0.0,28,596774,4.51613E+16,1,0.0,32258,67,2339,32258,2.5,1
19,566,1509,189,0.0,189,0.0,377,1321,755,0.0,0.0,0.0,377,2264,0.5,77,0.5,189,0.2,5,5,10.6,53,9.89E+15,778,9.31E+15,0.0,1.43E+16,7.247E+15,0.8,56604,1.267E+16,189,0.0,637239595,1,1,489,0.0,9.47E+15,0.0,17,3.77359E+16,528302,1,189,18868,0.3,1585,56604,0.8,1
20,536,1161,312,0.0,804,268,89,12.5,45,0.0,0.0,0.0,1071,2634,7.14E+15,126,7.14E+15,134,536,8,8,28875,231,9.28E+15,529,721,64829,294,14421,527,56277,1681,268,268,615962453,1,1,544,0.0,1255,25974,44,294372,320346,1,268,38961,536,1589,125541,1375,4
21,411,1233,411,0.0,411,137,137,1096,137,0.0,0.0,0.0,959,27.4,3.33E+16,3.7E+16,3.33E+16,274,3.33E+16,4,4,18.5,74,95,716,8.64E+15,0.0,136,11555,5.58E+15,94595,1784,548,0.0,7.93796E+15,1,1,289,0.0,1053,1.3514E+16,17,297298,337838,1,548,5.4054E+16,3.33E+16,1689,1.21622E+16,75,2
22,206,722,515,0.0,206,0.0,619,1237,206,0.0,0.0,0.0,515,3711,25,33,25,206,0.2,5,5,19.4,97,1041,8.14E+15,951,0.0,133,12661,511,8.2474E+15,1819,309,0.0,424454613,1,1,3.51E+16,0.0,767,0.0,31,371134,42268,1,309,30928,0.1,1.753E+16,14433,8.6,2
23,0.0,8.2,656,0.0,328,0.0,0.0,1475,328,0.0,0.0,0.0,328,37.7,667,67,667,164,0.5,4,4,15.0,60,1.434E+16,754,865,0.0,152,1681,7.14E+15,83333,1916,0.0,0.0,479750151,1,3,557,0.0,1.333E+16,0.0,19,333333,366667,1,0.0,0.0,0.5,225,100.0,4.5,2
24,395,1053,921,0.0,132,0.0,0.0,1711,395,0.0,0.0,0.0,263,2237,25,24,25,526,0.3,5,5,14.4,72,988,684,93,0.0,139,10015,524,9.7222E+15,1155,132,395,739378537,1,1,55,0.0,1.1,0.0,24,388889,375.0,1,132,1.3889E+16,0.3,1694,5.5556E+16,0.8,2
25,857,1429,286,0.0,286,0.0,143,10.0,143,286,0.0,0.0,714,2286,25,114,25,143,0.1,5,5,14.0,70,1141,743,86,0.0,1.18E+16,10272,3.33E+16,2.8571E+16,1.6,143,143,508893899,1,1,0.4,0.0,9.47E+15,0.0,22,2.71429E+16,400.0,1,429,42857,0.1,1729,128571,3.0,2
26,431,776,345,0.0,431,0.0,86,1121,345,259,259,0.0,1466,25.0,5.71E+15,94,1.43E+16,431,3.57E+16,8,8,14375,115,9.21E+15,759,935,1.25216E+16,142,7976,499,6087,1501,517,0.0,709762138,1,1,22,0.0,742,0.0,29,200.0,33913,1,1034,1.21739E+16,71,1.522E+16,147825,175,2
27,278,417,417,0.0,417,0.0,278,1389,139,139,139,0.0,694,3472,25,42,25,556,0.1,5,5,14.4,72,1138,792,889,0.0,114,11655,595,41667,1.573E+16,0.0,0.0,2.96975E+16,1,1,2.34E+16,0.0,882,0.0,22,305556,2.91667E+16,1,278,2.7778E+16,0.2,1.833E+16,13889,1.2,3
28,488,1301,6.5,0.0,488,163,0.0,976,244,81,0.0,0.0,1057,2114,0.5,8.8E+15,375,325,0.5,9,9,1.3778E+16,124,831,608,841,5393,22,7.389E+15,757,8871,1672,488,0.0,613323859,1,1,547,0.0,828,16129,24,250.0,379032,1,569,72581,1.94E+16,1492,129034,1.667E+16,2
29,317,794,317,0.0,12.7,159,159,1111,476,476,159,0.0,2063,2222,0.0,2.8E+16,0.0,794,0.0,4,4,1575,63,875,794,938,0.0,159,909,5.76E+15,63492,1127,159,0.0,35879264,1,1,166,0.0,556,15873,11,238095,380952,1,794,95238,0.0,1571,111111,125,2
30,538,1075,645,0.0,215,4.3,108,17.2,538,0.0,0.0,0.0,215,2258,3.33E+16,1.1E+16,0.0,0.0,1.67E+16,4,4,3125,125,1022,698,9.69E+15,89682,85,1.5666E+16,645,96.0,1926,0.0,0.0,845549043,2,0,0.0,489,8.06E+15,8.0,27,264.0,400.0,1,0.0,64.0,0.0,1.616E+16,128.0,1375,2
31,508,508,847,0.0,169,0.0,0.0,1186,169,0.0,0.0,0.0,508,3729,0.2,2.7E+16,0.2,678,67,6,6,9833,59,1159,847,9.74E+15,0.0,106,11444,5.71E+15,152542,1567,339,169,503767612,3,0,0.0,31,867,0.0,18,3.55932E+16,372881,1,339,33898,67,1966,84745,2.0,2
32,571,571,571,0.0,286,0.0,0.0,1143,0.0,0.0,0.0,0.0,286,3429,667,9.7E+15,667,286,3.33E+16,4,4,9.0,36,1199,914,9.23E+15,0.0,1.12E+16,988,133,2.7778E+16,982,0.0,0.0,46551035,1,2,1.78E+16,0.0,1455,0.0,13,444444,388889,1,0.0,0.0,3.33E+16,1861,13889,2.0,1
33,2.7,2.7,811,0.0,811,0.0,0.0,1351,0.0,541,0.0,0.0,1351,2703,0.0,0.0,0.0,0.0,0.0,4,4,925,37,1182,946,1.0,0.0,24,10025,267,81081,815,0.0,2.7,254280414,1,1,2.29E+16,0.0,667,0.0,11,351351,405405,1,541,81081,0.0,1865,1.08108E+16,1.0,2
34,385,692,538,0.0,462,77,0.0,1538,308,154,154,0.0,10.0,2462,1.43E+16,6,1.43E+16,692,71,8,8,16375,131,1022,763,92,1.68496E+16,198,1.0254E+16,38,68702,1361,231,0.0,7.62322E+15,1,1,304,0.0,1258,7.634E+16,38,2.29008E+16,305344,1,538,6.1069E+16,107,1649,1.14504E+16,2625,3
35,467,748,1028,187,467,374,93,1215,2.8,0.0,0.0,0.0,1028,24.3,0.5,86,0.0,374,306,9,9,1.1889E+16,107,851,6.92E+15,883,9.1233E+15,183,6688,433,130841,2092,374,93,632924504,2,0,0.0,3.51E+16,735,28037,28,2.52336E+16,373832,1,561,93458,111,1495,112149,1222,2
36,465,233,9.3,0.0,349,0.0,233,1163,349,233,0.0,0.0,9.3,18.6,1.67E+16,9.7E+15,0.0,465,1.43E+16,7,7,12286,86,861,721,792,0.0,145,7728,4.71E+16,139535,1381,349,0.0,4.26044E+16,2,0,0.0,22,87,0.0,26,27907,3.25581E+16,1,581,5814,95,157,11628,2714,3
37,667,4.0,933,0.0,8.0,267,133,8.0,533,133,0.0,0.0,1067,2667,3.33E+16,62,3.33E+16,1067,3.33E+16,4,4,18.5,74,978,797,889,0.0,71,10446,462,81081,1383,133,0.0,468379748,2,0,0.0,2.34E+16,542,2.7027E+16,21,229731,3.78378E+16,1,267,94595,3.33E+16,1595,1.21623E+16,2.0,2
38,235,353,706,0.0,824,118,235,1294,235,0.0,0.0,0.0,1647,1882,0.2,161,0.0,471,267,6,6,14167,85,8.11E+15,718,813,0.0,1.64E+16,7848,6.86E+15,82353,1.823E+16,824,0.0,891088848,2,1,0.3,1.78E+16,652,11765,20,2.47059E+16,352941,1,824,105882,133,1518,1.41177E+16,2833,2
39,1111,317,952,317,317,159,0.0,952,476,0.0,0.0,0.0,12.7,2063,0.0,0.0,0.0,317,0.0,3,3,21.0,63,8.59E+15,825,1.0,0.0,86,10206,491,79365,1.9,635,0.0,239344453,2,0,0.0,304,857,0.0,10,253968,333333,1,952,95238,0.0,1492,95238,14667,2
40,179,357,893,179,1071,0.0,0.0,1429,357,179,0.0,0.0,1607,12.5,667,95,0.0,357,0.5,4,4,1425,57,664,772,929,0.0,7.4E+15,5697,0.4,87719,1177,179,0.0,4.463E+16,2,0,0.0,2.29E+16,368,0.0,8,175438,403509,1,536,122807,0.0,1.333E+16,1.57896E+16,75,2
41,588,1275,686,0.0,784,98,294,1078,98,98,98,0.0,9.8,2255,0.4,8.2E+15,0.4,588,0.2,6,6,17.5,105,7.96E+15,667,82,72221,166,9549,49,142857,1422,0.0,98,5.48998E+15,2,0,0.0,547,7.86E+15,0.0,25,276191,361905,1,196,57143,0.2,1.552E+16,152381,2333,2
42,5.0,833,667,0.0,167,167,0.0,1167,333,5.0,0.0,0.0,833,1833,0.5,136,0.5,167,0.3,5,5,12.0,60,8.32E+15,733,0.8,0.0,179,6.2,505,33333,1263,167,0.0,4.02908E+16,1,1,2.36E+16,0.0,813,16667,9,2.66667E+16,3.16667E+16,1,667,66667,0.3,145,99999,1.0,2
43,638,0.0,638,0.0,638,213,213,1064,0.0,213,0.0,0.0,1489,2553,0.5,86,0.0,1277,3.33E+16,3,3,14667,44,1075,83,893,0.0,63,11052,0.8,45455,1412,638,0.0,4.67901E+16,1,0,0.0,0.0,5.71E+15,2.2727E+16,12,295454,4.31818E+16,1,851,1.13636E+16,0.0,1.773E+16,9.0909E+15,3.0,1
44,811,2.7,541,135,811,541,0.0,1486,2.7,0.0,0.0,0.0,1351,2162,3.33E+16,8.8E+15,0.0,135,3.33E+16,4,4,1875,75,973,733,826,0.0,133,10603,5.33E+15,66667,1247,405,0.0,4.54713E+16,2,0,0.0,2.36E+16,4.76E+16,40.0,12,226667,333333,1,541,93333,1.67E+16,1.6,160.0,5.5,2
45,0.0,423,563,0.0,0.7,0.0,915,704,0.7,0.7,0.0,0.0,141,3239,91,3.7E+16,91,211,92,12,12,10167,122,205,6.41E+15,809,92945,185,1.2848E+16,242,73771,1.467E+16,0.0,0.0,253928676,0,2,1.86E+16,0.0,1.3,0.0,50,5.81968E+15,467213,1,0.7,16393,92,2074,8.1968E+15,2.0,1
46,447,1168,412,0.0,275,69,137,1031,34,0.0,69,0.0,344,3608,0.9,19,0.9,103,727,11,11,26455,291,1121,45,56,58544,348,17029,446,44674,1544,0.0,344,6.94893E+15,2,0,0.0,544,136,6.873E+15,102,402061,3.67698E+16,1,69,1.3746E+16,727,189,113402,9.909E+15,3
47,207,1157,579,0.0,207,83,124,1198,248,0.0,207,0.0,413,3347,636,105,636,496,523,12,12,20333,244,1.098E+16,5.33E+15,736,75685,331,1.3426E+16,382,94262,136,0.0,0.0,743089808,2,2,177,557,9.44E+15,4098,70,307377,385246,1,207,32787,569,1787,118853,5.333E+15,3
48,323,12.9,645,0.0,323,0.0,0.0,12.9,323,323,0.0,0.0,645,1613,3.33E+16,7.4E+15,3.33E+16,645,1.67E+16,4,4,775,31,5.58E+15,871,0.9,0.0,98,3799,0.4,96774,1518,0.0,0.0,106024348,3,0,0.0,0.3,0.8,0.0,8,258064,419355,1,323,64516,1.67E+16,1.387E+16,129032,325,2
49,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2,2,5.0,10,1247,1.0,1.0,0.0,0.0,996,0.0,200.0,2.5,0.0,0.0,0.0,3,1,4,177,1.333E+16,0.0,2,600.0,300.0,1,0.0,0.0,0.0,2.0,100.0,0.5,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667,1667,0.0,0.0,1667,1667,0.0,0.0,0.0,1667,0.0,1,1,6.0,6,516,1.0,1.0,0.0,0.0,2479,0.0,0.0,423,0.0,0.0,0.0,4,0,0.0,4,0.0,0.0,0,166667,333333,1,1667,166667,0.0,1.333E+16,166667,1.0,0
51,0.0,405,0.0,0.0,0.0,0.0,1486,811,0.0,0.0,0.0,0.0,135,3919,0.5,2.6E+16,0.5,0.0,3.33E+16,3,3,20333,61,2339,6.76E+15,721,0.0,96,2.0388E+16,1.0,0.0,1.708E+16,135,0.0,97490316,0,2,0.1,0.0,1474,0.0,23,622951,4.91803E+16,1,135,16393,3.33E+16,2377,32786,3.0,1
52,0.0,769,513,0.0,256,0.0,256,1282,0.0,0.0,0.0,0.0,256,2821,0.5,45,0.5,256,3.33E+16,3,3,13.0,39,682,875,9.23E+15,0.0,4,7.628E+15,267,76923,1.553E+16,0.0,0.0,431527317,1,1,325,0.0,909,0.0,12,358974,435897,1,0.0,0.0,3.33E+16,1538,51282,1.0,2
53,0.0,106,0.0,0.0,0.0,0.0,1489,532,0.0,0.0,0.0,0.0,0.0,26.6,0.0,16,2.86E+16,0.0,3.6E+16,8,8,8375,67,223,696,9.33E+15,0.0,98,12503,0.1,0.0,0.9,0.0,0.0,298918825,0,1,2.02E+16,0.0,1364,0.0,28,507463,432836,1,0.0,0.0,1.43E+16,2104,74626,75,1
54,0.0,1429,714,0.0,0.0,0.0,0.0,1071,714,0.0,0.0,0.0,0.0,2857,0.5,0.1,0.5,714,3.33E+16,3,3,9.0,27,884,7.86E+15,882,0.0,1.19E+16,7154,3.33E+16,74074,1463,0.0,0.0,194475658,2,0,0.0,325,0.8,0.0,11,37037,444444,1,0.0,0.0,3.33E+16,163,74074,2333,2
55,1067,1067,267,0.0,8.0,267,0.0,8.0,0.0,133,0.0,0.0,1333,2533,667,115,3.33E+16,267,3.33E+16,4,4,1875,75,1112,0.8,9.11E+15,0.0,122,11865,527,2.6667E+16,1.257E+16,4.0,0.0,3.184E+16,2,0,0.0,289,1.471E+16,13333,22,293334,2.66667E+16,1,533,53333,1.67E+16,1.707E+16,106667,2.0,2
56,513,14.1,513,0.0,385,256,128,1667,128,0.0,0.0,0.0,513,2692,1.0,106,1.0,256,1.0,3,3,2.5333E+16,76,1025,705,907,0.0,166,14008,423,78947,2023,128,256,890899207,2,0,0.0,55,1235,26316,21,276316,3.28947E+16,1,128,13158,1.0,1671,105264,4667,2
57,419,958,419,0.0,599,1.8,1.2,1677,1.2,2.4,0.0,0.0,958,2874,7.14E+15,125,7.14E+15,419,7.14E+15,8,8,21375,171,1125,578,758,81815,2.83E+16,1.3514E+16,433,70175,134,1.2,0.6,8.76926E+15,2,0,0.0,0.4,909,17544,51,274853,3.80117E+16,1,359,52632,7.14E+15,176,116959,4.0,2
58,213,1277,0.0,0.0,638,426,0.0,1915,213,0.0,638,0.0,1915,2553,1.0,222,0.5,0.0,1.0,3,3,16.0,48,945,7.14E+15,1.0,0.0,155,835,636,0.0,1584,638,0.0,742190426,2,0,0.0,166,7.14E+15,41667,13,187.5,354167,1,1277,125.0,3.33E+16,1.5,166666,2333,2
59,0.0,333,0.0,0.0,0.0,0.0,1444,667,0.0,0.0,0.0,0.0,0.0,30.0,375,221,375,0.0,1.94E+16,9,9,6778,61,317,625,7.86E+15,0.0,304,1.8784E+16,0.0,0.0,833,0.0,0.0,641303702,0,2,158,0.0,1.0,0.0,35,590164,606557,1,0.0,0.0,1.94E+16,2.689E+16,32786,556,1
60,471,1059,824,0.0,471,118,0.0,1176,118,118,353,0.0,1059,2824,0.0,16,0.2,353,133,6,6,14333,86,1087,802,9.33E+15,0.0,145,9895,551,69767,1.759E+16,118,0.0,4.22653E+16,1,1,508,0.0,708,11628,18,2.32559E+16,360465,1,588,69767,0.2,1686,197675,3.0,2
61,656,656,164,0.0,656,0.0,0.0,1967,328,0.0,0.0,0.0,984,2623,0.4,81,0.4,8.2,3.33E+16,6,6,10167,61,897,77,882,0.0,153,7527,861,8.1967E+15,1263,328,0.0,323650433,1,1,441,0.0,722,0.0,15,278688,327869,1,328,8.1967E+15,0.2,1.623E+16,98359,2833,1
62,811,811,2.7,0.0,541,0.0,0.0,2162,0.0,0.0,0.0,0.0,541,2703,0.0,0.0,0.0,541,0.0,4,4,925,37,1286,892,1.0,0.0,115,10343,1.43E+16,5.4054E+16,1149,0.0,0.0,162137752,1,1,247,0.0,778,0.0,8,2.16216E+16,351351,1,0.0,2.7027E+16,1.67E+16,1892,135135,25,2
63,1522,217,652,0.0,8.7,0.0,217,1087,435,0.0,0.0,0.0,1087,2609,25,3.7E+16,0.0,435,0.1,5,5,9.2,46,1067,8.91E+15,903,0.0,99,9285,0.4,130435,1325,217,217,2.52859E+16,2,0,0.0,247,75,0.0,9,23913,326087,1,217,8.6957E+15,0.0,1804,86956,1.2,3
64,795,227,682,0.0,568,0.0,0.0,1364,227,0.0,114,0.0,682,2727,0.5,161,0.5,455,3.33E+16,3,3,2.9333E+16,88,1072,727,85,0.0,1.81E+16,1663,552,9.0909E+15,1.336E+16,0.0,0.0,4.69067E+16,1,1,265,0.0,958,0.0,33,329545,3.63636E+16,1,114,5.6818E+16,3.33E+16,1761,102273,1.333E+16,2
65,896,299,896,0.0,597,0.0,0.0,1343,149,149,149,0.0,896,2985,0.5,121,0.5,746,0.3,5,5,13.4,67,1192,7.61E+15,833,0.0,155,11124,2.36E+16,104478,1.763E+16,0.0,0.0,296125843,2,0,0.0,265,1222,0.0,21,313433,373134,1,299,74627,0.3,1821,119402,0.8,3
66,143,571,143,143,0.0,0.0,1571,10.0,0.0,0.0,0.0,0.0,143,2857,0.5,85,0.2,0.0,436,11,11,1.6818E+16,185,99,588,7.71E+15,9.7237E+15,257,10427,3.33E+16,86486,134,0.0,0.0,3.51408E+16,0,2,309,0.0,735,21622,17,237838,335135,1,143,1.02703E+16,145,1649,9.1892E+15,1455,1
67,0.0,282,282,0.0,282,0.0,423,282,0.0,0.0,0.0,0.0,423,3662,0.5,2,0.5,0.0,3.33E+16,3,3,2.1667E+16,65,2029,8.29E+15,9.06E+15,0.0,81,19906,0.5,4.6154E+16,1.378E+16,141,141,83354289,0,2,134,0.0,1733,0.0,31,723077,430769,1,141,3.0769E+16,3.33E+16,2292,6.1538E+16,2333,1
68,375,15.0,375,0.0,2.5,0.0,0.0,1375,125,2.5,125,0.0,875,25.0,25,31,0.0,5.0,0.2,5,5,16.0,80,986,688,875,0.0,9,9825,562,62.5,1892,2.5,0.0,640280673,2,0,0.0,508,0.8,0.0,23,312.5,375.0,1,625,75.0,0.1,1625,87.5,2.8,3
69,179,714,179,0.0,357,0.0,0.0,1071,179,179,0.0,0.0,893,3929,1.0,115,1.0,357,667,3,3,18333,55,1113,821,0.9,0.0,1.04E+16,14511,679,3.6364E+16,2001,357,179,0.0,1,1,392,0.0,95,0.0,27,454545,527273,1,536,54545,667,1945,1.09091E+16,0.0,1
70,405,878,608,68,405,0.0,0.0,1689,338,135,338,0.0,1081,2838,1.0,87,0.5,676,0.4,5,5,29.4,147,1089,696,9.47E+15,93365,166,15865,536,81633,2012,135,68,562877941,1,1,2.46E+16,0.0,865,0.0,44,22449,346939,1,676,7483,0.3,1694,115646,2.6,2
71,0.0,0.0,0.0,0.0,0.0,0.0,2727,0.0,0.0,0.0,0.0,0.0,0.0,2273,0.0,0.0,0.0,0.0,0.0,2,2,5.5,11,4149,9.52E+15,1.0,0.0,1.4E+16,18734,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,3.33E+16,0.0,6,454545,545455,1,0.0,0.0,0.0,2727,9.0909E+15,0.0,1
72,725,5.8,435,145,725,0.0,145,1449,435,0.0,0.0,0.0,1014,2899,0.0,15,0.2,8.7,67,6,6,11.5,69,1129,841,9.47E+15,0.0,125,8908,316,43478,1084,145,0.0,277523036,2,0,0.0,2.46E+16,643,0.0,19,217391,289855,1,2.9,43478,133,1696,115943,667,3
73,4.0,4.0,12.0,0.0,2.0,0.0,2.0,16.0,2.0,2.0,0.0,0.0,4.0,42.0,0.0,0.0,3.33E+16,8.0,0.0,4,4,12.5,50,1383,78,9.33E+15,0.0,99,13829,578,100.0,2.087E+16,0.0,2.0,40881854,2,1,188,0.0,1083,0.0,18,300.0,360.0,1,2.0,20.0,1.67E+16,208,160.0,125,1
74,286,571,714,143,857,0.0,0.0,1143,429,429,0.0,0.0,1714,2143,3.33E+16,34,1.67E+16,571,19,7,7,9714,68,938,7.71E+15,895,0.0,1.48E+16,6.241E+16,47,73529,2184,286,286,351375137,1,1,243,0.0,591,0.0,19,2.79412E+16,397059,1,857,1.32353E+16,48,1.529E+16,117648,1857,2
75,411,685,137,0.0,685,0.0,137,1233,274,274,0.0,0.0,1096,3014,0.0,2.8E+16,0.0,137,48,7,7,10429,73,996,8.24E+15,9.36E+15,0.0,1.12E+16,8526,436,54795,1.793E+16,137,137,35465333,1,1,276,0.0,773,0.0,23,342465,410959,1,411,4.1096E+16,0.0,1699,95891,2.86E+16,2
76,435,11.3,1043,348,261,261,87,1043,174,261,0.0,0.0,1043,3478,857,168,857,522,4.64E+16,8,8,14.5,116,1.231E+16,603,778,60773,289,12237,46,103448,1868,174,0.0,5.65771E+15,1,2,665,0.0,875,17241,29,2.41379E+16,336207,1,783,9.4828E+15,429,1879,129309,3875,2
77,485,485,1165,0.0,388,0.0,97,971,97,97,97,0.0,6.8,3301,0.0,0.0,3.33E+16,388,48,7,7,1.4143E+16,99,1189,816,9.84E+15,151317,125,1.2688E+16,34,111111,1375,97,0.0,630186205,1,2,469,0.0,115,0.0,26,2.72727E+16,30303,1,291,50505,95,1929,131313,5.286E+16,2
