,Adverbs,Articles,Conjunctions,First-person plural,Indefinite pronouns,Negations,Numbers,Prepositions,Quantifiers,Second person,Third-person plural,Third-person singular,Total pronouns,Words >6 letters,adj_arg_ovl,adj_cw_ovl,adj_stem_ovl,adjectives,arg_ovl,cm.DESPL,cm.DESSC,cm.DESSL,cm.DESWC,cm.DESWLsyd,cm.LDTTRa,cm.LDTTRc,cm.LDVOCD,cm.LSAGN,cm.RDFKGL,cm.SMCAUSwn,conn_incidence,hypernyms_verbs,liwc.i,liwc.money,lsa.similarity,message.depth,message.reply.cnt,message.sim.next,message.sim.prev,mod_per_np,negation_incidence,ner.entity.cnt,nouns,np_incidence,paragraphs,personal_pronouns,pronouns,stem_ovl,syllables_per_content_word,verbs,words_before_main_verb,classe
1189,323,806,753,0.0,699,4.3,161,1129,108,54,108,0.0,1022,1989,25,1.17E+16,3.33E+16,4.3,0.2,13,13,14462,188,777,5.77E+15,7.71E+15,7.9599E+15,251,6499,593,74468,1611,161,108,885022195,2,0,0.0,556,7.83E+15,4.2553E+16,45,2.28723E+16,281915,1,323,58511,16,1.394E+16,180851,3846,3
1190,61,429,0.0,0.0,245,0.0,2699,675,123,0.0,0.0,0.0,245,3252,667,9.7E+15,667,368,429,7,7,2.2286E+16,156,1.098E+16,516,7.81E+15,6408,228,14353,214,641,1159,0.0,0.0,8.35837E+15,2,0,0.0,166,1.559E+16,0.0,57,4.42307E+16,384615,1,0.0,0.0,429,1801,4.4873E+16,4.571E+15,2
1191,279,6.7,447,56,447,112,279,1341,503,223,0.0,56,1006,2961,444,5,444,391,3.33E+16,10,10,18.1,181,956,648,875,1.15442E+16,2.16E+16,10632,3.67E+16,8.2873E+15,175,223,56,7.31566E+15,2,0,0.0,451,9.18E+15,1105,54,298342,3.31492E+16,1,559,66298,244,1624,104973,3.9,3
1192,345,632,977,0.0,287,172,6.9,1379,345,115,2.3,0.0,632,2299,5.71E+15,1.23E+16,5.71E+15,575,3.93E+16,8,8,2125,170,914,595,6.99E+15,7804,249,11436,486,111765,1673,0.0,402,469233635,2,0,0.0,4.27E+16,894,1.7647E+16,51,2.82354E+16,358824,1,345,3.5294E+16,3.93E+16,1588,123529,1.5,3
1193,734,579,734,39,695,2.7,154,1274,347,77,154,0.0,1197,25.1,273,61,364,463,446,12,12,2.1583E+16,259,9.21E+15,58,769,112014,242,1.1601E+16,635,111969,1599,232,116,833922768,2,0,0.0,598,682,23166,58,227799,328185,1,502,69498,3.38E+16,1591,138996,3167,3
1194,0.0,286,143,0.0,0.0,143,1143,1143,0.0,0.0,0.0,0.0,143,3571,25,5.2E+16,25,0.0,83,9,9,6.333E+15,57,2401,7.71E+15,925,0.0,102,12757,0.0,70175,1.667E+16,143,0.0,97808828,0,2,134,0.0,9.57E+15,0.0,27,596491,6.31579E+15,1,143,17544,83,2193,17544,111,1
1195,288,1154,865,0.0,577,0.0,192,962,96,0.0,385,0.0,962,3077,25,73,25,96,0.3,5,5,21.0,105,1115,59,825,4.9654E+16,195,1.2271E+16,263,95238,104,0.0,288,961516204,2,0,0.0,2.16E+16,9.33E+15,0.0,26,285714,3.71429E+16,1,385,7619,0.3,1.667E+16,12381,8.0,2
1196,282,704,704,0.0,986,423,0.0,1268,282,282,0.0,0.0,1268,2535,0.5,83,0.5,282,3.33E+16,3,3,2.5333E+16,76,825,75,9.33E+15,0.0,3.7E+16,1.1836E+16,3.67E+16,65789,1237,0.0,0.0,491358817,2,0,0.0,371,789,3.9474E+16,10,289474,342105,1,282,52632,3.33E+16,1.487E+16,13158,13.0,2
1197,449,843,506,0.0,674,169,0.0,1798,169,112,112,0.0,1124,2809,2.86E+16,1.04E+16,5.71E+15,337,2.86E+16,8,8,22.5,180,973,608,802,73165,212,1.1994E+16,4.92E+16,94444,1429,225,0.0,5.80324E+15,2,0,0.0,297,9.47E+15,16667,36,261111,338889,1,449,5.5556E+16,321,1594,150001,7375,3
1198,1.5,451,301,75,226,25,1554,777,75,0.5,0.0,0.0,376,2581,1.48E+16,45,222,326,187,28,28,1325,371,1.1,529,66,139957,318,1.0699E+16,511,48518,1.468E+16,25,0.0,823212642,2,0,0.0,209,1089,2695,109,4.63612E+16,455526,1,1.5,16173,249,179,80862,1286,4
1199,247,988,494,3.7,494,247,3.7,1358,3.7,0.0,0.0,0.0,1111,2469,1.0,13,0.5,741,667,3,3,2.7333E+16,82,789,807,9.23E+15,0.0,153,12333,621,6.0976E+16,1.566E+16,247,123,7.05442E+15,3,2,303,1.78E+16,8.42E+15,2439,18,182926,341463,1,617,73171,3.33E+16,1463,146341,1.333E+16,3
1200,579,789,895,53,579,53,316,1526,316,53,53,0.0,947,2526,3.33E+16,4,667,526,3.33E+16,7,7,27143,190,9.28E+15,688,927,1.12778E+16,1.69E+16,13439,529,136842,1501,211,53,980635142,4,2,43,376,804,5263,47,231579,331579,1,368,47368,381,1.563E+16,110527,4.714E+16,3
1201,377,943,755,0.0,1132,377,189,1509,189,0.0,189,0.0,1509,28.3,3.33E+16,7.4E+15,3.33E+16,566,1.67E+16,4,4,1375,55,836,754,871,0.0,125,7.366E+16,409,1.09091E+16,1.573E+16,189,0.0,9.13197E+15,5,1,129,43,647,3.6364E+16,15,254546,345455,1,377,72727,1.67E+16,1.491E+16,163637,5.0,3
1202,952,0.0,476,0.0,0.0,0.0,0.0,2857,0.0,0.0,0.0,0.0,476,3333,0.0,0.0,0.0,0.0,0.0,2,2,10.5,21,1102,9.52E+15,1.0,0.0,3.7E+16,873,1.67E+16,47619,1466,476,0.0,9.51893E+15,1,0,0.0,0.0,3.33E+16,0.0,7,333333,380952,1,476,47619,0.0,1714,95238,2.5,2
1203,341,795,227,0.0,1023,114,455,795,341,227,0.0,0.0,1364,2159,429,102,429,455,214,8,8,1125,90,797,7.14E+15,878,0.0,223,6.368E+15,58,33333,1615,114,0.0,834456045,1,1,4.32E+16,0.0,9.13E+15,1.1111E+16,22,277778,311111,1,341,66667,1.43E+16,1489,1.22222E+16,0.5,2
1204,268,738,4.7,0.0,336,134,9.4,9.4,268,201,0.0,67,872,2282,455,71,455,4.7,2.77E+16,12,12,12167,146,873,73,8.69E+15,1.49794E+16,213,702,431,68493,1.627E+16,268,67,536417085,1,1,301,0.0,8.86E+15,1.3699E+16,39,356164,424658,1,537,68493,2.77E+16,1514,102741,2417,2
1205,603,1121,6.9,0.0,517,86,259,1121,86,86,0.0,86,948,3103,364,45,455,345,1.23E+16,12,12,9667,116,1.076E+16,716,8.96E+15,98696,184,8523,32,8.6207E+15,1.332E+16,259,86,4.60685E+16,1,1,5.59E+15,0.0,8.39E+15,8621,28,318966,3.53448E+16,1,431,43103,185,1724,12931,1.333E+16,2
1206,351,1228,351,0.0,175,526,175,1404,702,0.0,0.0,0.0,175,4035,25,7,25,526,0.4,5,5,11.6,58,909,627,659,0.0,2.74E+16,8463,361,6.8966E+15,1209,0.0,0.0,717392673,3,0,0.0,4.04E+16,1063,51724,16,362069,293103,1,0.0,17241,0.4,1655,13793,4.6,3
1207,306,918,612,0.0,5.1,0.0,204,918,0.0,204,0.0,0.0,1224,3265,0.1,17,0.0,204,127,11,11,8.909E+15,98,904,755,914,0.0,15,6.906E+15,507,81633,144,5.1,306,457711425,1,1,4.38E+16,0.0,1037,0.0,29,32653,295918,1,714,91837,3.6E+16,1.612E+16,142856,1818,3
1208,6.9,0.0,345,345,1379,345,0.0,1379,345,0.0,345,0.0,2414,2414,0.0,0.0,0.0,345,0.0,2,2,15.0,30,728,1.0,1.0,0.0,25,7169,7.14E+15,33333,1.7,345,0.0,0.0,6,0,0.0,129,0.4,33333,5,233333,433333,1,1034,133333,0.0,1433,133333,0.5,2
1209,507,1123,435,0.0,616,217,326,1268,145,36,254,0.0,1087,2174,0.5,83,0.5,181,2.96E+16,17,17,16059,273,818,509,721,83148,2.74E+16,822,455,65934,1.664E+16,181,36,843411123,2,0,0.0,4.32E+16,7.98E+15,21978,56,2.34432E+16,399267,1,471,62271,287,1.487E+16,157509,4941,3
1210,3.7,864,412,82,453,41,82,1481,3.7,0.0,0.0,0.0,741,2757,0.6,78,0.6,453,527,11,11,22.0,242,866,598,7.93E+15,112197,239,11717,401,6.1983E+16,1245,206,41,812949357,4,1,413,303,9.57E+15,4132,75,338843,4.00826E+16,1,288,28926,509,1587,9091,5364,4
1211,659,719,599,1.2,958,1.2,0.6,1198,1.2,359,0.0,0.0,1617,1976,625,7.4E+15,0.5,299,444,9,9,19111,172,895,6.41E+15,86,106821,1.94E+16,9221,424,75581,1324,1.8,0.0,591945831,1,1,355,0.0,556,11628,33,209303,401163,1,659,81395,3.33E+16,1.471E+16,14535,7556,3
1212,674,449,449,0.0,337,225,0.0,1236,112,225,225,0.0,1236,3371,25,1.08E+16,25,337,0.4,5,5,17.2,86,887,607,706,0.0,23,1.0871E+16,885,5814,1.872E+16,449,112,564211735,1,1,302,0.0,9.13E+15,23256,30,348837,406977,1,899,93023,0.4,1.674E+16,104652,4.8,3
1213,143,10.0,429,143,714,143,286,1429,286,0.0,0.0,0.0,857,20.0,1.0,163,1.0,429,1.0,2,2,35.0,70,7.34E+15,7.29E+15,902,0.0,107,14922,8.03E+15,71429,1145,0.0,0.0,984820757,5,0,0.0,413,905,14286,17,242857,414286,1,143,57143,1.0,1429,142856,12.5,2
1214,432,988,617,0.0,679,309,62,1296,3.7,123,185,0.0,1235,2099,25,3.7E+16,25,617,278,9,9,18222,164,787,659,8.49E+15,10371,26,9004,6.73E+15,73171,1807,247,247,298261617,2,0,0.0,4.38E+16,1073,3.0488E+16,38,237805,292683,1,556,6.7073E+15,25,1482,15244,1444,3
1215,238,595,833,0.0,893,0.0,0.6,13.1,595,119,298,0.0,1548,2976,5.71E+15,11,429,476,429,8,8,20875,167,875,613,8.39E+15,86976,242,11773,583,11976,1631,238,0.6,5.60937E+15,2,0,0.0,355,7.02E+15,0.0,35,227545,365269,1,655,8.3832E+15,2.86E+16,1629,1.67664E+16,325,3
1216,845,986,845,0.0,634,141,141,1549,211,0.0,141,0.0,915,2113,25,49,25,493,1.94E+16,9,9,1.5778E+16,142,847,6.46E+15,8.49E+15,83.2,2.29E+16,8842,5.59E+15,9.8592E+15,1.634E+16,141,0.0,676636992,1,1,4.48E+16,0.0,794,14085,30,204226,302817,1,282,42254,111,1.549E+16,1.26761E+16,3111,2
1217,522,957,522,0.0,609,348,87,1217,696,0.0,0.0,0.0,1217,1826,0.6,149,0.6,522,0.8,6,6,19667,118,848,0.6,794,5.9569E+16,195,8.482E+15,45,5.9322E+16,152,609,87,77462727,2,0,0.0,302,7.14E+15,33898,22,2.28814E+16,381356,1,609,8.4746E+15,0.6,139,1.44068E+16,2.0,2
1218,595,893,238,0.0,893,357,0.0,1429,238,0.0,179,0.0,13.1,24.4,556,113,222,298,511,10,10,17.3,173,86,609,82,92934,226,9022,475,6.9364E+15,1574,238,0.6,9.05352E+15,2,0,0.0,4.48E+16,659,3.4682E+16,42,202312,323699,1,417,75145,1.78E+16,1514,17919,2.9,2
1219,714,952,238,0.0,714,238,0.0,714,0.0,0.0,0.0,0.0,11.9,1429,0.2,2.9E+16,0.2,238,133,6,6,6.333E+15,38,595,805,87,0.0,15,3341,4.76E+16,26316,1.792E+16,476,0.0,86979312,2,0,0.0,301,833,26316,13,342105,342105,1,476,52632,133,1395,13158,3.33E+16,0
1220,7.0,6.0,9.0,0.0,2.0,3.0,0.0,11.0,6.0,3.0,2.0,0.0,9.0,19.0,0.6,57,0.6,5.0,3.33E+16,6,6,16.5,99,93,794,915,141232,16,8368,564,121212,1.323E+16,2.0,1.0,5.37425E+15,1,1,355,0.0,1034,30303,31,2.92929E+16,4.14141E+16,1,7.0,80808,3.33E+16,1485,9.0909E+15,1.333E+16,1
1221,288,12.5,481,0.0,769,0.0,288,962,0.0,481,0.0,0.0,1538,2308,667,1.12E+16,3.33E+16,192,429,7,7,15.0,105,951,6.63E+15,8.39E+15,69639,152,8349,462,57143,1725,288,0.0,826525705,1,1,434,0.0,8.44E+15,0.0,27,228571,390476,1,769,104762,1.43E+16,1.533E+16,161906,3.143E+16,2
1222,5.5,826,642,46,275,275,92,1147,229,229,321,0.0,1422,1697,833,172,4.17E+16,505,613,13,13,1.7231E+16,224,7.76E+15,5.92E+15,762,9.0422E+15,2.74E+16,7308,483,80357,1389,5.5,46,569130685,2,0,0.0,355,71,2.6786E+16,50,223215,348214,1,1147,1.11607E+16,28,1371,102677,3615,3
1223,446,863,595,0.0,625,208,298,1339,417,0.3,208,0.3,952,24.4,0.4,0.1,3.33E+16,417,276,16,16,2.1188E+16,339,927,516,68,9.6472E+15,2.79E+16,11365,519,76696,1804,0.6,0.0,679856577,2,0,0.0,434,0.9,20649,69,235988,3.30383E+16,1,327,53097,2.29E+16,1584,141593,275,3
1224,2.8,979,629,35,594,2.1,245,1364,245,0.7,0.7,0.0,979,2343,7.86E+15,1.23E+16,7.86E+15,4.2,547,15,15,18.8,282,1.039E+16,521,728,7.5049E+15,264,1.0233E+16,485,8.5106E+15,1432,2.1,35,786155845,2,0,0.0,608,89,2.1277E+16,63,283688,3.75887E+16,1,385,56738,589,1567,134752,3.933E+16,3
1225,9.3,9.3,814,0.0,814,233,0.0,9.3,233,233,0.0,0.0,1744,18.6,0.6,81,0.2,581,0.4,6,6,14667,88,856,733,841,0.0,149,7.158E+16,647,45455,1.853E+16,698,0.0,4.9945E+16,1,1,322,0.0,679,2.2727E+16,16,2.61364E+16,3.86364E+16,1,9.3,136364,133,1443,136364,3.33E+16,2
1226,423,563,1127,0.0,1268,563,0.0,1549,141,0.0,0.0,0.0,1549,1972,3.33E+16,1.86E+16,0.0,1408,667,4,4,18.0,72,7.44E+15,74,825,0.0,2.02E+16,7985,653,125.0,1.269E+16,282,0.0,907006668,2,0,0.0,322,0.5,2.7778E+16,5,166667,2.91667E+16,1,282,83333,3.33E+16,1403,1.80557E+16,625,3
1227,278,1389,417,0.0,278,139,139,1389,139,556,0.0,0.0,1181,2083,0.4,85,0.4,556,467,6,6,2.3833E+16,143,863,625,882,65613,0.2,11287,713,62937,1.627E+16,347,0.0,284359692,1,1,616,0.0,9.52E+15,1.3986E+16,25,216783,384615,1,903,83916,0.2,149,104895,2.0,0
1228,549,1099,549,2.2,989,2.2,2.2,1209,1.1,0.0,0.0,0.0,1868,1758,0.5,1.48E+16,1.67E+16,4.4,4.76E+16,7,7,1.2857E+16,90,684,6.81E+15,902,0.0,171,5024,515,77778,1505,659,0.0,477543204,2,0,0.0,616,5.71E+15,2.2222E+16,14,166666,377778,1,879,111111,48,1.322E+16,133333,1143,0
1229,183,776,548,0.0,457,137,91,1233,3.2,274,46,0.0,1233,3105,3.33E+16,78,222,502,444,10,10,22.0,220,1023,593,7.56E+15,1.06267E+16,2.46E+16,12625,429,9.0909E+15,1565,457,137,70042639,1,1,63,0.0,1037,13636,53,277272,3.31818E+16,1,776,9.0909E+15,311,1.664E+16,1.13636E+16,1.9,3
1230,293,732,732,98,439,195,195,1951,49,146,146,0.0,1122,2293,0.6,1.03E+16,0.6,341,0.6,6,6,35.0,210,1.029E+16,599,802,101242,183,16657,6.66E+15,1.19048E+16,1587,293,0.0,9.12497E+15,2,0,0.0,63,677,19048,46,2.52381E+16,419048,1,683,80952,0.6,1.576E+16,133333,15833,3
1231,606,909,667,121,364,0.0,242,1455,242,0.0,61,0.0,727,2545,0.3,6,0.4,545,1.64E+16,11,11,14636,161,1052,6.46E+15,779,84029,223,9907,524,8.6957E+15,1652,182,61,670773617,2,0,0.0,5.59E+15,583,0.0,39,2.73292E+16,3.91304E+16,1,364,3.7267E+16,0.2,1.677E+16,142857,2.0,3
1232,468,819,468,0.0,702,117,351,936,117,117,58,0.0,11.7,2749,3.33E+16,63,3.33E+16,234,3.33E+16,10,10,16.7,167,1262,6.46E+15,809,10502,21,1142,502,5988,1.721E+16,292,58,797926292,1,1,591,0.0,976,5.988E+16,38,305389,359281,1,468,65868,3.78E+16,1.737E+16,137724,1.1,3
1233,367,1101,367,0.0,367,0.0,183,1284,0.0,275,0.0,0.0,826,3394,2.86E+16,67,2.86E+16,92,321,8,8,1375,110,1.144E+16,667,794,73837,237,10.8,32,72727,167,183,0.0,799667372,2,0,0.0,591,0.8,0.0,30,354545,454545,1,459,3.6364E+16,321,1.782E+16,145455,1.5,3
1234,0.0,132,132,0.0,0.0,132,1579,789,0.0,0.0,0.0,0.0,132,2368,125,42,125,0.0,2.8E+16,9,9,6.333E+15,57,214,8.03E+15,976,0.0,0.1,1.1518E+16,1.67E+16,17544,1.292E+16,132,132,1.07854E+16,0,1,1.81E+16,0.0,9.57E+15,17544,26,596492,561404,1,132,0.0,2.8E+16,2088,52632,1889,1
1235,404,919,735,0.0,404,147,184,1544,221,221,0.0,0.0,882,2426,375,38,25,772,444,9,9,30111,271,9.69E+15,601,8.49E+15,111045,284,1488,502,81181,1571,257,37,745126264,1,1,588,0.0,9.54E+15,1476,59,254613,321033,1,478,5.5351E+16,278,1587,9594,5.333E+15,3
1236,5.1,714,306,0.0,612,306,102,1531,102,204,306,0.0,1531,2347,0.4,55,0.2,204,0.2,6,6,16333,98,91,73,889,109708,84,8846,4.11E+16,40816,1.438E+16,408,0.0,26418525,1,1,318,0.0,69,20408,25,255102,3.57143E+16,1,918,91837,133,1531,163264,667,1
1237,667,1333,0.0,0.0,667,0.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,333,0.0,3,3,10667,32,745,8.39E+15,1.0,0.0,38,4.429E+15,0.2,9375,1.282E+16,333,0.0,4.93742E+16,1,4,221,0.0,0.8,0.0,7,312.5,40625,1,333,9375,0.0,1344,9375,1.333E+16,0
1238,297,891,396,0.0,594,99,297,1634,99,149,248,0.0,1089,2475,3.33E+16,69,222,396,311,10,10,20.4,204,1.009E+16,5.71E+15,7.39E+15,9.8674E+15,233,1134,598,88235,1579,99,149,610195192,1,1,41,0.0,84,9804,49,2.64706E+16,357843,1,495,53922,244,1608,156864,2.1,3
1239,382,1146,828,0.0,573,0.0,382,1146,127,255,64,0.0,1338,2229,75,185,375,255,0.5,9,9,1.7556E+16,158,812,5.48E+15,6.63E+15,67595,256,8.803E+15,41,8.8608E+15,1413,446,0.0,5.70535E+15,1,1,439,0.0,955,0.0,36,2.34177E+16,360759,1,764,8.2278E+15,306,1.487E+16,101266,1889,2
1240,5.3,927,795,0.0,662,0.0,0.0,1391,66,66,0.0,0.0,927,2649,0.5,77,0.5,464,2.38E+16,7,7,21857,153,9.42E+15,63,7.83E+15,8.9487E+15,2.08E+16,11755,439,8.4967E+15,1.6,199,0.0,500428902,1,1,3.43E+16,0.0,1097,0.0,41,2.22223E+16,294118,1,265,3268,2.38E+16,1595,183007,7.14E+15,3
1241,242,1091,606,0.0,424,121,121,1273,242,61,0.0,0.0,667,29.7,625,87,0.5,242,306,9,9,1.8444E+16,166,1.164E+16,645,815,9.0092E+15,1.94E+16,12218,484,10241,1219,182,61,314693034,1,1,513,0.0,9.69E+15,12048,35,313252,3.55422E+16,1,242,3012,278,1.747E+16,72288,1778,3
1242,377,566,566,189,377,0.0,189,943,0.0,189,0.0,0.0,943,3019,0.0,0.0,0.0,943,0.0,4,4,1325,53,1.116E+16,887,943,0.0,4.1E+16,1.0723E+16,545,56604,1.586E+16,189,0.0,164464262,1,1,2.24E+16,0.0,765,0.0,17,358491,433962,1,566,75472,0.0,1.792E+16,132076,25,2
1243,492,606,568,0.0,5.3,76,227,1098,152,152,152,0.0,1061,2917,4.17E+16,67,4.17E+16,341,0.4,13,13,19846,258,1153,625,795,155292,255,1.3779E+16,667,7.7519E+15,164,227,0.0,6.59154E+15,1,1,382,0.0,1194,7.752E+15,60,372094,356589,1,5.3,6.2016E+16,3.33E+16,1.833E+16,112404,2.692E+16,3
1244,537,872,4.7,0.0,4.7,268,201,1074,537,268,0.0,0.0,1074,1812,0.5,111,0.5,872,273,11,11,13364,147,938,7.09E+15,8.24E+15,138745,26,7.924E+16,542,81633,1297,336,0.0,702308565,2,3,526,221,938,27211,32,204081,319728,1,604,7483,1.64E+16,1551,122449,1909,4
1245,484,806,484,0.0,484,0.0,161,968,323,161,0.0,0.0,645,2903,0.4,76,0.4,323,3.33E+16,6,6,10333,62,877,758,868,0.0,133,7284,264,48387,1465,0.0,0.0,8.16644E+15,2,0,0.0,318,1056,0.0,22,338709,387097,1,161,16129,3.33E+16,1597,193548,3.0,2
1246,481,962,577,0.0,673,96,192,1058,192,192,192,0.0,1346,2115,3.33E+16,76,0.5,288,381,7,7,1.4857E+16,104,1041,6.92E+15,889,77097,1.86E+16,8589,47,125.0,1371,288,0.0,671552148,2,0,0.0,41,958,9615,25,1.92307E+16,269231,1,673,86538,3.33E+16,1558,144231,2714,3
1247,174,696,348,0.0,261,0.0,11.3,1043,0.0,174,87,0.0,609,2609,0.0,12,111,87,2.2E+16,10,10,10.8,108,1.059E+16,809,97,1.71089E+16,152,8835,233,4.6296E+15,1653,87,0.0,466077578,1,1,3.51E+16,0.0,1083,0.0,37,435185,462963,1,348,37037,67,1713,83333,1.9,2
1248,512,791,651,0.0,558,93,233,1535,47,1.4,186,0.0,1116,1721,0.5,47,0.5,419,222,9,9,23111,208,1178,665,87,128314,2.36E+16,11749,4.43E+16,96154,1465,233,93,580397474,2,0,0.0,588,768,9615,54,245192,346154,1,558,62.5,278,1.553E+16,115384,1.667E+16,3
1249,871,581,539,83,664,207,41,1411,166,2.9,2.9,0.0,1743,1701,636,94,182,373,431,12,12,2.0583E+16,247,815,532,748,105113,273,9583,639,89069,1.634E+16,415,0.0,4.6537E+16,2,0,0.0,3.51E+16,542,1.6194E+16,45,1.74089E+16,3.80567E+16,1,1079,125506,1.23E+16,1453,1.33603E+16,1.583E+16,3
1250,662,662,735,0.0,662,0.0,0.0,956,147,221,441,0.0,1544,1838,273,7,182,441,1.69E+16,12,12,10667,128,1156,674,92,1.04202E+16,155,6919,495,8.5938E+15,1629,221,0.0,411347075,2,0,0.0,3.43E+16,0.7,0.0,41,265626,359375,1,882,1.01563E+16,1.08E+16,1555,1.25002E+16,2083,2
1251,196,686,98,0.0,686,196,98,1373,392,0.0,196,0.0,9.8,2745,25,2.7E+16,0.0,4.9,0.2,5,5,20.4,102,875,735,8.69E+15,99685,162,1.1801E+16,4.77E+16,4902,1956,98,0.0,521014591,2,0,0.0,439,104,19608,28,2.54902E+16,313725,1,294,4902,0.1,1.647E+16,117648,3.0,2
1252,1081,1216,405,0.0,405,2.7,135,811,2.7,135,0.0,0.0,1351,1892,75,73,0.5,135,0.6,5,5,15.6,78,785,623,8.29E+15,0.0,218,8.194E+15,491,6.4103E+15,1385,811,0.0,488053716,2,0,0.0,2.24E+16,7.83E+15,25641,19,192308,358974,1,946,102564,0.3,1.5,89745,2.2,3
1253,325,488,325,0.0,732,81,244,976,407,81,244,0.0,1382,1951,455,91,273,732,231,12,12,1025,123,813,7.34E+15,0.8,130931,276,5777,621,4878,1535,325,81,491574388,1,1,311,0.0,8.11E+15,813,30,2.43902E+16,325203,1,6.5,89431,231,1472,13821,125,2
1254,317,6.1,512,0.0,537,98,634,1244,2.2,98,146,0.0,1122,2732,444,8.9E+15,222,488,311,19,19,20579,391,998,5.77E+15,797,149185,244,12295,529,6.3939E+15,1516,341,0.0,604424896,1,1,6.58E+15,0.0,102,5115,95,304348,345269,1,585,71611,237,1683,109975,3.0,3
1255,538,538,538,0.0,538,0.0,323,1075,108,4.3,0.0,0.0,1183,3441,0.6,1.16E+16,0.6,4.3,3.33E+16,6,6,15.5,93,968,72,8.27E+15,0.0,2.32E+16,11388,6.71E+15,43011,1.753E+16,215,108,61181206,1,1,441,0.0,75,0.0,29,258065,376344,1,645,86022,3.33E+16,1774,118279,1167,2
1256,288,673,288,385,192,192,288,12.5,288,96,0.0,96,1154,2019,625,8.8E+15,375,192,361,9,9,11556,104,626,6.92E+15,825,90294,2.11E+16,5142,696,3.8462E+16,1.404E+16,385,0.0,637932642,1,2,391,0.0,632,1.9231E+16,25,326923,500.0,1,962,115385,278,1375,1.05769E+16,2444,1
1257,0.0,108,323,0.0,0.0,0.0,1505,538,0.0,0.0,0.0,0.0,0.0,3226,83,24,83,108,4,13,13,5846,76,1.468E+16,75,9.11E+15,0.0,0.2,1.1222E+16,0.1,3.9474E+16,5.33E+15,0.0,0.0,3.41056E+16,0,1,222,0.0,125,0.0,29,578948,473684,1,0.0,0.0,67,2079,52632,769,1
1258,556,889,111,0.0,556,0.0,444,1111,222,333,111,0.0,1333,2889,0.2,51,0.0,444,1.64E+16,11,11,8182,90,9.62E+15,0.7,833,0.0,18,7142,636,2.2222E+16,1676,333,0.0,345398197,1,1,447,0.0,69,0.0,23,222222,366667,1,778,88889,55,1656,133332,1455,1
1259,805,6.9,4.6,0.0,4.6,0.0,6.9,1149,345,345,2.3,0.0,1034,2414,2.86E+16,35,2.86E+16,345,214,8,8,10875,87,935,759,9.36E+15,0.0,1.76E+16,7.366E+16,525,3.4483E+16,1712,0.0,115,695145036,1,3,377,0.0,677,0.0,23,29885,5.05747E+16,1,575,5.7471E+16,1.43E+16,1.586E+16,10345,25,2
1260,216,3.6,288,0.0,144,72,1007,1079,0.0,72,0.0,0.0,719,1799,0.1,1.8E+16,0.1,144,55,11,11,10545,116,1.336E+16,737,9.42E+15,153143,87,765,742,6.8966E+15,1788,504,0.0,298786827,0,2,245,0.0,1.2,8621,39,4.05172E+16,4.05172E+16,1,576,6.8966E+15,55,1621,51724,545,1
1261,1186,339,678,0.0,1186,169,0.0,1186,339,0.0,0.0,0.0,1864,1695,25,79,25,339,0.2,5,5,12.2,61,7.19E+15,767,9.39E+15,0.0,133,6195,551,131148,1401,678,169,4.34671E+16,1,0,0.0,0.0,706,0.0,17,196722,295082,1,678,131148,0.1,1443,98359,1.0,0
1262,435,8.7,2.9,0.0,8.7,0.0,145,1594,0.0,435,145,0.0,1594,1739,0.5,9.7E+15,0.5,0.0,667,3,3,23.0,69,81,696,914,0.0,79,9971,426,72464,1189,145,0.0,2.77808E+16,1,1,295,0.0,1.0,0.0,11,1.73913E+16,275362,1,725,101449,3.33E+16,1406,1.88406E+16,7.333E+15,2
1263,0.0,1111,0.0,0.0,0.0,0.0,0.0,1111,0.0,0.0,0.0,0.0,0.0,4444,0.0,0.0,0.0,0.0,0.0,1,1,9.0,9,1364,1.0,1.0,0.0,0.0,1283,0.0,0.0,1298,0.0,0.0,0.0,1,3,192,0.0,1.5,0.0,3,333333,222222,1,0.0,0.0,0.0,2.111E+16,0.0,2.0,0
1264,261,783,8.7,0.0,522,87,348,11.3,261,348,0.0,0.0,1043,2348,3.33E+16,34,667,1043,0.5,4,4,2875,115,765,696,905,107221,152,1337,54,95652,1482,174,348,8.64002E+15,2,0,0.0,311,774,8696,28,26087,33913,1,522,52174,667,1504,9.5653E+15,225,3
1265,725,617,602,46,725,201,123,12.5,309,154,62,31,1728,1806,833,131,267,401,745,31,31,21355,662,8.76E+15,445,691,10713,2.88E+16,10238,5.59E+15,8.4592E+15,1.503E+16,694,46,671048246,2,0,0.0,6.58E+15,6.97E+15,12085,137,202417,358006,1,988,110272,259,1483,8.4592E+15,1903,3
1266,558,898,607,24,801,97,146,1481,146,49,121,0.0,1311,2354,467,0.1,467,291,381,16,16,25875,414,878,499,7.39E+15,90417,2.79E+16,12862,57,8.6957E+15,1771,316,97,531714902,2,0,0.0,447,759,9662,83,2.22223E+16,39372,1,5.1,60386,295,1556,113527,2125,3
